;;;Rg;Identité;Total;1;2;3;4;5;6;F;MG;MF;courses par catégorie d'âge;catégorie d'âge;CHPT DPT route;ROUTE;CHPT DPT clm;CLM INDIV;CHPT DPT cyclo-cross;CYCLO-CROSS;% route;% CLM;% CYCLO-CROSS;;;;;;;;;;;;;;
C_473;000071-MIGUET Jean-Pierre;0,0758;578;71-MIGUET Jean-Pierre;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-MIGUET Jean-Pierre-1;71-MIGUET Jean-Pierre-2;71-MIGUET Jean-Pierre-3;71-MIGUET Jean-Pierre-4;71-MIGUET Jean-Pierre-5;71-MIGUET Jean-Pierre-6;71-MIGUET Jean-Pierre-F;71-MIGUET Jean-Pierre-MG;71-MIGUET Jean-Pierre-MF;758;SA;0;71-MIGUET Jean-Pierre-SA;71-MIGUET Jean-Pierre-CHPT DPT route;71-MIGUET Jean-Pierre-ROUTE;71-MIGUET Jean-Pierre-CHPT DPT clm;71-MIGUET Jean-Pierre-CLM INDIV;71-MIGUET Jean-Pierre-CHPT DPT cyclo-cross;71-MIGUET Jean-Pierre-CYCLO-CROSS
C_474;000071-MIGUET Simone;0,0757;579;71-MIGUET Simone;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-MIGUET Simone-1;71-MIGUET Simone-2;71-MIGUET Simone-3;71-MIGUET Simone-4;71-MIGUET Simone-5;71-MIGUET Simone-6;71-MIGUET Simone-F;71-MIGUET Simone-MG;71-MIGUET Simone-MF;757;SA;0;71-MIGUET Simone-SA;71-MIGUET Simone-CHPT DPT route;71-MIGUET Simone-ROUTE;71-MIGUET Simone-CHPT DPT clm;71-MIGUET Simone-CLM INDIV;71-MIGUET Simone-CHPT DPT cyclo-cross;71-MIGUET Simone-CYCLO-CROSS
C_475;500071-MILARA Santiago;5000,0756;205;71-MILARA Santiago;5;0;0;0;0;3;2;0;0;0;0;4;0;1;0;0;71-MILARA Santiago-1;71-MILARA Santiago-2;71-MILARA Santiago-3;71-MILARA Santiago-4;71-MILARA Santiago-5;71-MILARA Santiago-6;71-MILARA Santiago-F;71-MILARA Santiago-MG;71-MILARA Santiago-MF;756;A;0;71-MILARA Santiago-A;71-MILARA Santiago-CHPT DPT route;71-MILARA Santiago-ROUTE;71-MILARA Santiago-CHPT DPT clm;71-MILARA Santiago-CLM INDIV;71-MILARA Santiago-CHPT DPT cyclo-cross;71-MILARA Santiago-CYCLO-CROSS
C_476;000071-MILEK Jean-Christophe;0,0755;580;71-MILEK Jean-Christophe;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-MILEK Jean-Christophe-1;71-MILEK Jean-Christophe-2;71-MILEK Jean-Christophe-3;71-MILEK Jean-Christophe-4;71-MILEK Jean-Christophe-5;71-MILEK Jean-Christophe-6;71-MILEK Jean-Christophe-F;71-MILEK Jean-Christophe-MG;71-MILEK Jean-Christophe-MF;755;A;0;71-MILEK Jean-Christophe-A;71-MILEK Jean-Christophe-CHPT DPT route;71-MILEK Jean-Christophe-ROUTE;71-MILEK Jean-Christophe-CHPT DPT clm;71-MILEK Jean-Christophe-CLM INDIV;71-MILEK Jean-Christophe-CHPT DPT cyclo-cross;71-MILEK Jean-Christophe-CYCLO-CROSS
C_477;000071-MOINE Patrick;0,0754;581;71-MOINE Patrick;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-MOINE Patrick-1;71-MOINE Patrick-2;71-MOINE Patrick-3;71-MOINE Patrick-4;71-MOINE Patrick-5;71-MOINE Patrick-6;71-MOINE Patrick-F;71-MOINE Patrick-MG;71-MOINE Patrick-MF;754;A;0;71-MOINE Patrick-A;71-MOINE Patrick-CHPT DPT route;71-MOINE Patrick-ROUTE;71-MOINE Patrick-CHPT DPT clm;71-MOINE Patrick-CLM INDIV;71-MOINE Patrick-CHPT DPT cyclo-cross;71-MOINE Patrick-CYCLO-CROSS
C_478;200071-MOISSON Michel;2000,0753;293;71-MOISSON Michel;2;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;71-MOISSON Michel-1;71-MOISSON Michel-2;71-MOISSON Michel-3;71-MOISSON Michel-4;71-MOISSON Michel-5;71-MOISSON Michel-6;71-MOISSON Michel-F;71-MOISSON Michel-MG;71-MOISSON Michel-MF;753;SA;1;71-MOISSON Michel-SA;71-MOISSON Michel-CHPT DPT route;71-MOISSON Michel-ROUTE;71-MOISSON Michel-CHPT DPT clm;71-MOISSON Michel-CLM INDIV;71-MOISSON Michel-CHPT DPT cyclo-cross;71-MOISSON Michel-CYCLO-CROSS
C_479;000071-MOLINOT Clément;0,0752;582;71-MOLINOT Clément;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-MOLINOT Clément-1;71-MOLINOT Clément-2;71-MOLINOT Clément-3;71-MOLINOT Clément-4;71-MOLINOT Clément-5;71-MOLINOT Clément-6;71-MOLINOT Clément-F;71-MOLINOT Clément-MG;71-MOLINOT Clément-MF;752;S;0;71-MOLINOT Clément-S;71-MOLINOT Clément-CHPT DPT route;71-MOLINOT Clément-ROUTE;71-MOLINOT Clément-CHPT DPT clm;71-MOLINOT Clément-CLM INDIV;71-MOLINOT Clément-CHPT DPT cyclo-cross;71-MOLINOT Clément-CYCLO-CROSS
C_480;400071-MOLINOT Pascal;4000,0751;226;71-MOLINOT Pascal;4;0;0;0;0;0;4;0;0;0;0;4;0;0;0;0;71-MOLINOT Pascal-1;71-MOLINOT Pascal-2;71-MOLINOT Pascal-3;71-MOLINOT Pascal-4;71-MOLINOT Pascal-5;71-MOLINOT Pascal-6;71-MOLINOT Pascal-F;71-MOLINOT Pascal-MG;71-MOLINOT Pascal-MF;751;A;0;71-MOLINOT Pascal-A;71-MOLINOT Pascal-CHPT DPT route;71-MOLINOT Pascal-ROUTE;71-MOLINOT Pascal-CHPT DPT clm;71-MOLINOT Pascal-CLM INDIV;71-MOLINOT Pascal-CHPT DPT cyclo-cross;71-MOLINOT Pascal-CYCLO-CROSS
C_481;700071-MOLLE Tristan;7000,075;151;71-MOLLE Tristan;7;0;0;0;4;0;0;0;2;0;0;5;0;1;0;1;71-MOLLE Tristan-1;71-MOLLE Tristan-2;71-MOLLE Tristan-3;71-MOLLE Tristan-4;71-MOLLE Tristan-5;71-MOLLE Tristan-6;71-MOLLE Tristan-F;71-MOLLE Tristan-MG;71-MOLLE Tristan-MF;750;C;1;71-MOLLE Tristan-C;71-MOLLE Tristan-CHPT DPT route;71-MOLLE Tristan-ROUTE;71-MOLLE Tristan-CHPT DPT clm;71-MOLLE Tristan-CLM INDIV;71-MOLLE Tristan-CHPT DPT cyclo-cross;71-MOLLE Tristan-CYCLO-CROSS
C_482;000071-MONDANGE Cyril;0,0749;583;71-MONDANGE Cyril;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-MONDANGE Cyril-1;71-MONDANGE Cyril-2;71-MONDANGE Cyril-3;71-MONDANGE Cyril-4;71-MONDANGE Cyril-5;71-MONDANGE Cyril-6;71-MONDANGE Cyril-F;71-MONDANGE Cyril-MG;71-MONDANGE Cyril-MF;749;SV;0;71-MONDANGE Cyril-SV;71-MONDANGE Cyril-CHPT DPT route;71-MONDANGE Cyril-ROUTE;71-MONDANGE Cyril-CHPT DPT clm;71-MONDANGE Cyril-CLM INDIV;71-MONDANGE Cyril-CHPT DPT cyclo-cross;71-MONDANGE Cyril-CYCLO-CROSS
C_483;000071-MONJOTIN Patrick;0,0748;584;71-MONJOTIN Patrick;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-MONJOTIN Patrick-1;71-MONJOTIN Patrick-2;71-MONJOTIN Patrick-3;71-MONJOTIN Patrick-4;71-MONJOTIN Patrick-5;71-MONJOTIN Patrick-6;71-MONJOTIN Patrick-F;71-MONJOTIN Patrick-MG;71-MONJOTIN Patrick-MF;748;SA;0;71-MONJOTIN Patrick-SA;71-MONJOTIN Patrick-CHPT DPT route;71-MONJOTIN Patrick-ROUTE;71-MONJOTIN Patrick-CHPT DPT clm;71-MONJOTIN Patrick-CLM INDIV;71-MONJOTIN Patrick-CHPT DPT cyclo-cross;71-MONJOTIN Patrick-CYCLO-CROSS
C_484;000071-MONNERET Serge;0,0747;585;71-MONNERET Serge;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-MONNERET Serge-1;71-MONNERET Serge-2;71-MONNERET Serge-3;71-MONNERET Serge-4;71-MONNERET Serge-5;71-MONNERET Serge-6;71-MONNERET Serge-F;71-MONNERET Serge-MG;71-MONNERET Serge-MF;747;SA;0;71-MONNERET Serge-SA;71-MONNERET Serge-CHPT DPT route;71-MONNERET Serge-ROUTE;71-MONNERET Serge-CHPT DPT clm;71-MONNERET Serge-CLM INDIV;71-MONNERET Serge-CHPT DPT cyclo-cross;71-MONNERET Serge-CYCLO-CROSS
C_485;000071-MONTIALOUX Killian;0,0746;586;71-MONTIALOUX Killian;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-MONTIALOUX Killian-1;71-MONTIALOUX Killian-2;71-MONTIALOUX Killian-3;71-MONTIALOUX Killian-4;71-MONTIALOUX Killian-5;71-MONTIALOUX Killian-6;71-MONTIALOUX Killian-F;71-MONTIALOUX Killian-MG;71-MONTIALOUX Killian-MF;746;S;0;71-MONTIALOUX Killian-S;71-MONTIALOUX Killian-CHPT DPT route;71-MONTIALOUX Killian-ROUTE;71-MONTIALOUX Killian-CHPT DPT clm;71-MONTIALOUX Killian-CLM INDIV;71-MONTIALOUX Killian-CHPT DPT cyclo-cross;71-MONTIALOUX Killian-CYCLO-CROSS
C_486;000071-MORET Denis;0,0745;587;71-MORET Denis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-MORET Denis-1;71-MORET Denis-2;71-MORET Denis-3;71-MORET Denis-4;71-MORET Denis-5;71-MORET Denis-6;71-MORET Denis-F;71-MORET Denis-MG;71-MORET Denis-MF;745;A;0;71-MORET Denis-A;71-MORET Denis-CHPT DPT route;71-MORET Denis-ROUTE;71-MORET Denis-CHPT DPT clm;71-MORET Denis-CLM INDIV;71-MORET Denis-CHPT DPT cyclo-cross;71-MORET Denis-CYCLO-CROSS
C_487;1500071-MORIEUX Bruno;15000,0744;31;71-MORIEUX Bruno;15;0;0;14;0;0;0;0;0;0;1;14;0;0;0;0;71-MORIEUX Bruno-1;71-MORIEUX Bruno-2;71-MORIEUX Bruno-3;71-MORIEUX Bruno-4;71-MORIEUX Bruno-5;71-MORIEUX Bruno-6;71-MORIEUX Bruno-F;71-MORIEUX Bruno-MG;71-MORIEUX Bruno-MF;744;A;1;71-MORIEUX Bruno-A;71-MORIEUX Bruno-CHPT DPT route;71-MORIEUX Bruno-ROUTE;71-MORIEUX Bruno-CHPT DPT clm;71-MORIEUX Bruno-CLM INDIV;71-MORIEUX Bruno-CHPT DPT cyclo-cross;71-MORIEUX Bruno-CYCLO-CROSS
C_488;400071-MORNAT Laetitia;4000,0743;227;71-MORNAT Laetitia;4;0;0;0;0;0;0;4;0;0;0;2;0;2;0;0;71-MORNAT Laetitia-1;71-MORNAT Laetitia-2;71-MORNAT Laetitia-3;71-MORNAT Laetitia-4;71-MORNAT Laetitia-5;71-MORNAT Laetitia-6;71-MORNAT Laetitia-F;71-MORNAT Laetitia-MG;71-MORNAT Laetitia-MF;743;V;0;71-MORNAT Laetitia-V;71-MORNAT Laetitia-CHPT DPT route;71-MORNAT Laetitia-ROUTE;71-MORNAT Laetitia-CHPT DPT clm;71-MORNAT Laetitia-CLM INDIV;71-MORNAT Laetitia-CHPT DPT cyclo-cross;71-MORNAT Laetitia-CYCLO-CROSS
C_489;2300071-MORNAT Mathilde;23000,0742;3;71-MORNAT Mathilde;23;0;0;0;0;0;0;0;0;23;1;18;0;4;0;0;71-MORNAT Mathilde-1;71-MORNAT Mathilde-2;71-MORNAT Mathilde-3;71-MORNAT Mathilde-4;71-MORNAT Mathilde-5;71-MORNAT Mathilde-6;71-MORNAT Mathilde-F;71-MORNAT Mathilde-MG;71-MORNAT Mathilde-MF;742;M;0;71-MORNAT Mathilde-M;71-MORNAT Mathilde-CHPT DPT route;71-MORNAT Mathilde-ROUTE;71-MORNAT Mathilde-CHPT DPT clm;71-MORNAT Mathilde-CLM INDIV;71-MORNAT Mathilde-CHPT DPT cyclo-cross;71-MORNAT Mathilde-CYCLO-CROSS
C_490;000071-MORNAT Olivier;0,0741;588;71-MORNAT Olivier;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-MORNAT Olivier-1;71-MORNAT Olivier-2;71-MORNAT Olivier-3;71-MORNAT Olivier-4;71-MORNAT Olivier-5;71-MORNAT Olivier-6;71-MORNAT Olivier-F;71-MORNAT Olivier-MG;71-MORNAT Olivier-MF;741;SV;0;71-MORNAT Olivier-SV;71-MORNAT Olivier-CHPT DPT route;71-MORNAT Olivier-ROUTE;71-MORNAT Olivier-CHPT DPT clm;71-MORNAT Olivier-CLM INDIV;71-MORNAT Olivier-CHPT DPT cyclo-cross;71-MORNAT Olivier-CYCLO-CROSS
C_491;000071-MOURENAS Gérard;0,074;589;71-MOURENAS Gérard;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-MOURENAS Gérard-1;71-MOURENAS Gérard-2;71-MOURENAS Gérard-3;71-MOURENAS Gérard-4;71-MOURENAS Gérard-5;71-MOURENAS Gérard-6;71-MOURENAS Gérard-F;71-MOURENAS Gérard-MG;71-MOURENAS Gérard-MF;740;SA;0;71-MOURENAS Gérard-SA;71-MOURENAS Gérard-CHPT DPT route;71-MOURENAS Gérard-ROUTE;71-MOURENAS Gérard-CHPT DPT clm;71-MOURENAS Gérard-CLM INDIV;71-MOURENAS Gérard-CHPT DPT cyclo-cross;71-MOURENAS Gérard-CYCLO-CROSS
C_492;000071-MOUTON Evelyne;0,0739;590;71-MOUTON Evelyne;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-MOUTON Evelyne-1;71-MOUTON Evelyne-2;71-MOUTON Evelyne-3;71-MOUTON Evelyne-4;71-MOUTON Evelyne-5;71-MOUTON Evelyne-6;71-MOUTON Evelyne-F;71-MOUTON Evelyne-MG;71-MOUTON Evelyne-MF;739;SA;0;71-MOUTON Evelyne-SA;71-MOUTON Evelyne-CHPT DPT route;71-MOUTON Evelyne-ROUTE;71-MOUTON Evelyne-CHPT DPT clm;71-MOUTON Evelyne-CLM INDIV;71-MOUTON Evelyne-CHPT DPT cyclo-cross;71-MOUTON Evelyne-CYCLO-CROSS
C_493;000071-MOUZON Léa;0,0738;591;71-MOUZON Léa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-MOUZON Léa-1;71-MOUZON Léa-2;71-MOUZON Léa-3;71-MOUZON Léa-4;71-MOUZON Léa-5;71-MOUZON Léa-6;71-MOUZON Léa-F;71-MOUZON Léa-MG;71-MOUZON Léa-MF;738;S;0;71-MOUZON Léa-S;71-MOUZON Léa-CHPT DPT route;71-MOUZON Léa-ROUTE;71-MOUZON Léa-CHPT DPT clm;71-MOUZON Léa-CLM INDIV;71-MOUZON Léa-CHPT DPT cyclo-cross;71-MOUZON Léa-CYCLO-CROSS
C_494;900071-MULAS Anthony;9000,0737;99;71-MULAS Anthony;9;0;8;0;0;0;0;0;0;0;0;2;0;7;0;0;71-MULAS Anthony-1;71-MULAS Anthony-2;71-MULAS Anthony-3;71-MULAS Anthony-4;71-MULAS Anthony-5;71-MULAS Anthony-6;71-MULAS Anthony-F;71-MULAS Anthony-MG;71-MULAS Anthony-MF;737;S;1;71-MULAS Anthony-S;71-MULAS Anthony-CHPT DPT route;71-MULAS Anthony-ROUTE;71-MULAS Anthony-CHPT DPT clm;71-MULAS Anthony-CLM INDIV;71-MULAS Anthony-CHPT DPT cyclo-cross;71-MULAS Anthony-CYCLO-CROSS
C_495;800071-MULLER Thierry;8000,0736;125;71-MULLER Thierry;8;0;0;7;1;0;0;0;0;0;0;6;0;2;0;0;71-MULLER Thierry-1;71-MULLER Thierry-2;71-MULLER Thierry-3;71-MULLER Thierry-4;71-MULLER Thierry-5;71-MULLER Thierry-6;71-MULLER Thierry-F;71-MULLER Thierry-MG;71-MULLER Thierry-MF;736;SV;0;71-MULLER Thierry-SV;71-MULLER Thierry-CHPT DPT route;71-MULLER Thierry-ROUTE;71-MULLER Thierry-CHPT DPT clm;71-MULLER Thierry-CLM INDIV;71-MULLER Thierry-CHPT DPT cyclo-cross;71-MULLER Thierry-CYCLO-CROSS
C_496;2000071-MURTIN François;20000,0735;8;71-MURTIN François;20;0;0;0;0;14;0;0;0;0;1;13;0;0;1;5;71-MURTIN François-1;71-MURTIN François-2;71-MURTIN François-3;71-MURTIN François-4;71-MURTIN François-5;71-MURTIN François-6;71-MURTIN François-F;71-MURTIN François-MG;71-MURTIN François-MF;735;A;6;71-MURTIN François-A;71-MURTIN François-CHPT DPT route;71-MURTIN François-ROUTE;71-MURTIN François-CHPT DPT clm;71-MURTIN François-CLM INDIV;71-MURTIN François-CHPT DPT cyclo-cross;71-MURTIN François-CYCLO-CROSS
C_497;300071-NARDIN Jean-Pierre;3000,0734;252;71-NARDIN Jean-Pierre;3;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;71-NARDIN Jean-Pierre-1;71-NARDIN Jean-Pierre-2;71-NARDIN Jean-Pierre-3;71-NARDIN Jean-Pierre-4;71-NARDIN Jean-Pierre-5;71-NARDIN Jean-Pierre-6;71-NARDIN Jean-Pierre-F;71-NARDIN Jean-Pierre-MG;71-NARDIN Jean-Pierre-MF;734;SA;0;71-NARDIN Jean-Pierre-SA;71-NARDIN Jean-Pierre-CHPT DPT route;71-NARDIN Jean-Pierre-ROUTE;71-NARDIN Jean-Pierre-CHPT DPT clm;71-NARDIN Jean-Pierre-CLM INDIV;71-NARDIN Jean-Pierre-CHPT DPT cyclo-cross;71-NARDIN Jean-Pierre-CYCLO-CROSS
C_498;000071-NAVOIZAT Julien;0,0733;592;71-NAVOIZAT Julien;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-NAVOIZAT Julien-1;71-NAVOIZAT Julien-2;71-NAVOIZAT Julien-3;71-NAVOIZAT Julien-4;71-NAVOIZAT Julien-5;71-NAVOIZAT Julien-6;71-NAVOIZAT Julien-F;71-NAVOIZAT Julien-MG;71-NAVOIZAT Julien-MF;733;V;0;71-NAVOIZAT Julien-V;71-NAVOIZAT Julien-CHPT DPT route;71-NAVOIZAT Julien-ROUTE;71-NAVOIZAT Julien-CHPT DPT clm;71-NAVOIZAT Julien-CLM INDIV;71-NAVOIZAT Julien-CHPT DPT cyclo-cross;71-NAVOIZAT Julien-CYCLO-CROSS
C_499;000071-NECTOUX Gérard;0,0732;593;71-NECTOUX Gérard;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-NECTOUX Gérard-1;71-NECTOUX Gérard-2;71-NECTOUX Gérard-3;71-NECTOUX Gérard-4;71-NECTOUX Gérard-5;71-NECTOUX Gérard-6;71-NECTOUX Gérard-F;71-NECTOUX Gérard-MG;71-NECTOUX Gérard-MF;732;SA;0;71-NECTOUX Gérard-SA;71-NECTOUX Gérard-CHPT DPT route;71-NECTOUX Gérard-ROUTE;71-NECTOUX Gérard-CHPT DPT clm;71-NECTOUX Gérard-CLM INDIV;71-NECTOUX Gérard-CHPT DPT cyclo-cross;71-NECTOUX Gérard-CYCLO-CROSS
C_500;000071-NEUZILLET Nicolas;0,0731;594;71-NEUZILLET Nicolas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-NEUZILLET Nicolas-1;71-NEUZILLET Nicolas-2;71-NEUZILLET Nicolas-3;71-NEUZILLET Nicolas-4;71-NEUZILLET Nicolas-5;71-NEUZILLET Nicolas-6;71-NEUZILLET Nicolas-F;71-NEUZILLET Nicolas-MG;71-NEUZILLET Nicolas-MF;731;V;0;71-NEUZILLET Nicolas-V;71-NEUZILLET Nicolas-CHPT DPT route;71-NEUZILLET Nicolas-ROUTE;71-NEUZILLET Nicolas-CHPT DPT clm;71-NEUZILLET Nicolas-CLM INDIV;71-NEUZILLET Nicolas-CHPT DPT cyclo-cross;71-NEUZILLET Nicolas-CYCLO-CROSS
C_501;600071-NOYER Jean-Marc;6000,073;170;71-NOYER Jean-Marc;6;0;0;0;0;0;6;0;0;0;1;5;0;0;0;0;71-NOYER Jean-Marc-1;71-NOYER Jean-Marc-2;71-NOYER Jean-Marc-3;71-NOYER Jean-Marc-4;71-NOYER Jean-Marc-5;71-NOYER Jean-Marc-6;71-NOYER Jean-Marc-F;71-NOYER Jean-Marc-MG;71-NOYER Jean-Marc-MF;730;SA;0;71-NOYER Jean-Marc-SA;71-NOYER Jean-Marc-CHPT DPT route;71-NOYER Jean-Marc-ROUTE;71-NOYER Jean-Marc-CHPT DPT clm;71-NOYER Jean-Marc-CLM INDIV;71-NOYER Jean-Marc-CHPT DPT cyclo-cross;71-NOYER Jean-Marc-CYCLO-CROSS
C_502;800071-NOYER Thibault;8000,0729;126;71-NOYER Thibault;8;0;8;0;0;0;0;0;0;0;0;7;0;1;0;0;71-NOYER Thibault-1;71-NOYER Thibault-2;71-NOYER Thibault-3;71-NOYER Thibault-4;71-NOYER Thibault-5;71-NOYER Thibault-6;71-NOYER Thibault-F;71-NOYER Thibault-MG;71-NOYER Thibault-MF;729;S;0;71-NOYER Thibault-S;71-NOYER Thibault-CHPT DPT route;71-NOYER Thibault-ROUTE;71-NOYER Thibault-CHPT DPT clm;71-NOYER Thibault-CLM INDIV;71-NOYER Thibault-CHPT DPT cyclo-cross;71-NOYER Thibault-CYCLO-CROSS
C_503;000071-OBERLE Virginie;0,0728;595;71-OBERLE Virginie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-OBERLE Virginie-1;71-OBERLE Virginie-2;71-OBERLE Virginie-3;71-OBERLE Virginie-4;71-OBERLE Virginie-5;71-OBERLE Virginie-6;71-OBERLE Virginie-F;71-OBERLE Virginie-MG;71-OBERLE Virginie-MF;728;V;0;71-OBERLE Virginie-V;71-OBERLE Virginie-CHPT DPT route;71-OBERLE Virginie-ROUTE;71-OBERLE Virginie-CHPT DPT clm;71-OBERLE Virginie-CLM INDIV;71-OBERLE Virginie-CHPT DPT cyclo-cross;71-OBERLE Virginie-CYCLO-CROSS
C_504;700071-OKRZESIK Thomas;7000,0727;152;71-OKRZESIK Thomas;7;0;0;5;2;0;0;0;0;0;0;6;0;1;0;0;71-OKRZESIK Thomas-1;71-OKRZESIK Thomas-2;71-OKRZESIK Thomas-3;71-OKRZESIK Thomas-4;71-OKRZESIK Thomas-5;71-OKRZESIK Thomas-6;71-OKRZESIK Thomas-F;71-OKRZESIK Thomas-MG;71-OKRZESIK Thomas-MF;727;S;0;71-OKRZESIK Thomas-S;71-OKRZESIK Thomas-CHPT DPT route;71-OKRZESIK Thomas-ROUTE;71-OKRZESIK Thomas-CHPT DPT clm;71-OKRZESIK Thomas-CLM INDIV;71-OKRZESIK Thomas-CHPT DPT cyclo-cross;71-OKRZESIK Thomas-CYCLO-CROSS
C_505;000071-OUDOT Olivier;0,0726;596;71-OUDOT Olivier;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-OUDOT Olivier-1;71-OUDOT Olivier-2;71-OUDOT Olivier-3;71-OUDOT Olivier-4;71-OUDOT Olivier-5;71-OUDOT Olivier-6;71-OUDOT Olivier-F;71-OUDOT Olivier-MG;71-OUDOT Olivier-MF;726;SV;0;71-OUDOT Olivier-SV;71-OUDOT Olivier-CHPT DPT route;71-OUDOT Olivier-ROUTE;71-OUDOT Olivier-CHPT DPT clm;71-OUDOT Olivier-CLM INDIV;71-OUDOT Olivier-CHPT DPT cyclo-cross;71-OUDOT Olivier-CYCLO-CROSS
C_506;100071-PACAUD Luc;1000,0725;338;71-PACAUD Luc;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;71-PACAUD Luc-1;71-PACAUD Luc-2;71-PACAUD Luc-3;71-PACAUD Luc-4;71-PACAUD Luc-5;71-PACAUD Luc-6;71-PACAUD Luc-F;71-PACAUD Luc-MG;71-PACAUD Luc-MF;725;S;0;71-PACAUD Luc-S;71-PACAUD Luc-CHPT DPT route;71-PACAUD Luc-ROUTE;71-PACAUD Luc-CHPT DPT clm;71-PACAUD Luc-CLM INDIV;71-PACAUD Luc-CHPT DPT cyclo-cross;71-PACAUD Luc-CYCLO-CROSS
C_507;000071-PACCOUD Guillaume;0,0724;597;71-PACCOUD Guillaume;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-PACCOUD Guillaume-1;71-PACCOUD Guillaume-2;71-PACCOUD Guillaume-3;71-PACCOUD Guillaume-4;71-PACCOUD Guillaume-5;71-PACCOUD Guillaume-6;71-PACCOUD Guillaume-F;71-PACCOUD Guillaume-MG;71-PACCOUD Guillaume-MF;724;SV;0;71-PACCOUD Guillaume-SV;71-PACCOUD Guillaume-CHPT DPT route;71-PACCOUD Guillaume-ROUTE;71-PACCOUD Guillaume-CHPT DPT clm;71-PACCOUD Guillaume-CLM INDIV;71-PACCOUD Guillaume-CHPT DPT cyclo-cross;71-PACCOUD Guillaume-CYCLO-CROSS
C_508;000071-PACQUEAU Pascal;0,0723;598;71-PACQUEAU Pascal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-PACQUEAU Pascal-1;71-PACQUEAU Pascal-2;71-PACQUEAU Pascal-3;71-PACQUEAU Pascal-4;71-PACQUEAU Pascal-5;71-PACQUEAU Pascal-6;71-PACQUEAU Pascal-F;71-PACQUEAU Pascal-MG;71-PACQUEAU Pascal-MF;723;A;0;71-PACQUEAU Pascal-A;71-PACQUEAU Pascal-CHPT DPT route;71-PACQUEAU Pascal-ROUTE;71-PACQUEAU Pascal-CHPT DPT clm;71-PACQUEAU Pascal-CLM INDIV;71-PACQUEAU Pascal-CHPT DPT cyclo-cross;71-PACQUEAU Pascal-CYCLO-CROSS
C_509;1800071-PAGAND Arnaud;18000,0722;14;71-PAGAND Arnaud;18;0;0;0;0;17;0;0;0;0;1;12;0;5;0;0;71-PAGAND Arnaud-1;71-PAGAND Arnaud-2;71-PAGAND Arnaud-3;71-PAGAND Arnaud-4;71-PAGAND Arnaud-5;71-PAGAND Arnaud-6;71-PAGAND Arnaud-F;71-PAGAND Arnaud-MG;71-PAGAND Arnaud-MF;722;V;1;71-PAGAND Arnaud-V;71-PAGAND Arnaud-CHPT DPT route;71-PAGAND Arnaud-ROUTE;71-PAGAND Arnaud-CHPT DPT clm;71-PAGAND Arnaud-CLM INDIV;71-PAGAND Arnaud-CHPT DPT cyclo-cross;71-PAGAND Arnaud-CYCLO-CROSS
C_510;000071-PAITRY Maryan;0,0721;599;71-PAITRY Maryan;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-PAITRY Maryan-1;71-PAITRY Maryan-2;71-PAITRY Maryan-3;71-PAITRY Maryan-4;71-PAITRY Maryan-5;71-PAITRY Maryan-6;71-PAITRY Maryan-F;71-PAITRY Maryan-MG;71-PAITRY Maryan-MF;721;A;0;71-PAITRY Maryan-A;71-PAITRY Maryan-CHPT DPT route;71-PAITRY Maryan-ROUTE;71-PAITRY Maryan-CHPT DPT clm;71-PAITRY Maryan-CLM INDIV;71-PAITRY Maryan-CHPT DPT cyclo-cross;71-PAITRY Maryan-CYCLO-CROSS
